case_id,country,ingredient_keyword,ingredient_type
CASE-00881,중국,쌀과자 과자,FINISHED_PRODUCT
CASE-00882,중국,쌀과자 과자,FINISHED_PRODUCT
CASE-00883,중국,현미과자 과자,FINISHED_PRODUCT
CASE-00884,중국,쌀과자 과자,FINISHED_PRODUCT
CASE-00885,중국,쌀과자 과자,FINISHED_PRODUCT
CASE-00886,중국,쌀과자 과자,FINISHED_PRODUCT
CASE-00887,중국,쌀과자 과자,FINISHED_PRODUCT
CASE-00888,중국,쌀과자 과자,FINISHED_PRODUCT
CASE-00889,중국,쌀과자 과자,FINISHED_PRODUCT
CASE-00890,중국,굴 조개 생굴,RAW_MATERIAL
CASE-00891,중국,어묵 오뎅,FINISHED_PRODUCT
CASE-00892,중국,쿠키 과자,FINISHED_PRODUCT
CASE-00893,중국,버터과자 과자,FINISHED_PRODUCT
CASE-00894,중국,호박즙 즙,FINISHED_PRODUCT
CASE-00895,중국,음료,FINISHED_PRODUCT
CASE-00896,중국,젤리,FINISHED_PRODUCT
CASE-00897,중국,참다랑어 생선 물고기 회,RAW_MATERIAL
CASE-00898,중국,참다랑어 생선 물고기 회,RAW_MATERIAL
CASE-00899,중국,오징어다리 오징어,FINISHED_PRODUCT
CASE-00900,중국,가오리 생선 물고기 회,RAW_MATERIAL
CASE-00901,중국,조미유,PROCESSED_INGREDIENT
CASE-00902,대만,고춧가루,PROCESSED_INGREDIENT
CASE-00903,대만,고춧가루,PROCESSED_INGREDIENT
CASE-00904,대만,고춧가루,PROCESSED_INGREDIENT
CASE-00905,대만,고춧가루,PROCESSED_INGREDIENT
CASE-00906,대만,황다랑어알 어란,RAW_MATERIAL
CASE-00907,대만,오이무침 무침,FINISHED_PRODUCT
CASE-00908,대만,파래무침 무침,FINISHED_PRODUCT
CASE-00909,대만,들깨가루,PROCESSED_INGREDIENT
CASE-00910,대만,고춧가루,PROCESSED_INGREDIENT
CASE-00911,대만,고춧가루,PROCESSED_INGREDIENT
CASE-00912,대만,멜론 과일,RAW_MATERIAL
CASE-00913,일본,넙치 생선 물고기 회,RAW_MATERIAL
CASE-00914,일본,넙치 생선 물고기 회,RAW_MATERIAL
CASE-00915,일본,창자,RAW_MATERIAL
CASE-00916,일본,레토르트,FINISHED_PRODUCT
CASE-00917,일본,레토르트 수육,FINISHED_PRODUCT
CASE-00918,일본,레토르트,FINISHED_PRODUCT
CASE-00919,일본,간장게장용 간장양념 양념,PROCESSED_INGREDIENT
CASE-00920,일본,조미품,FINISHED_PRODUCT
CASE-00921,일본,양과자 과자,FINISHED_PRODUCT
CASE-00922,미국,밀크시슬,RAW_MATERIAL
CASE-00923,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-00924,미국,느타리버섯 버섯,RAW_MATERIAL
CASE-00925,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-00926,미국,율무차 차,PROCESSED_INGREDIENT
CASE-00927,미국,꿀차 차,FINISHED_PRODUCT
CASE-00928,미국,문어,RAW_MATERIAL
CASE-00929,미국,고등어 생선 물고기,RAW_MATERIAL
CASE-00930,미국,생선 물고기,RAW_MATERIAL
CASE-00931,미국,강낭콩 콩,RAW_MATERIAL
CASE-00932,미국,율무차 차,PROCESSED_INGREDIENT
CASE-00933,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-00934,미국,곶감 감,PROCESSED_INGREDIENT
CASE-00935,미국,버섯,RAW_MATERIAL
CASE-00936,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-00937,미국,꿀차 차,FINISHED_PRODUCT
CASE-00938,미국,버섯,RAW_MATERIAL
CASE-00939,미국,음료,FINISHED_PRODUCT
CASE-00940,미국,곶감 감,PROCESSED_INGREDIENT
CASE-00941,미국,주스 음료,FINISHED_PRODUCT
CASE-00942,미국,주스 음료,FINISHED_PRODUCT
CASE-00943,미국,주스 음료,FINISHED_PRODUCT
CASE-00944,미국,굴 조개 생굴,RAW_MATERIAL
CASE-00945,미국,율무차,PROCESSED_INGREDIENT
CASE-00946,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-00947,호주,들깨탕,FINISHED_PRODUCT
CASE-00948,호주,새조개 조개 매운양념 양념,FINISHED_PRODUCT
CASE-00949,호주,버섯들깨탕 들깨탕 버섯탕,FINISHED_PRODUCT
CASE-00950,중국,아이스크림,FINISHED_PRODUCT
CASE-00951,중국,비스킷 버터코코넛맛 과자,FINISHED_PRODUCT
CASE-00952,중국,비스킷 버터코코넛맛 과자,FINISHED_PRODUCT
CASE-00953,중국,고로케 과자,FINISHED_PRODUCT
CASE-00954,중국,쌀과자,FINISHED_PRODUCT
CASE-00955,중국,캔디 사탕,FINISHED_PRODUCT
CASE-00956,중국,초콜릿,FINISHED_PRODUCT
CASE-00957,중국,초콜릿,FINISHED_PRODUCT
CASE-00958,중국,초콜릿,FINISHED_PRODUCT
CASE-00959,중국,박하 껌,FINISHED_PRODUCT
CASE-00960,중국,샌드과자 과자,FINISHED_PRODUCT
CASE-00961,중국,김,FINISHED_PRODUCT
CASE-00962,중국,음료,FINISHED_PRODUCT
CASE-00963,중국,음료,FINISHED_PRODUCT
CASE-00964,중국,음료,FINISHED_PRODUCT
CASE-00965,중국,음료,FINISHED_PRODUCT
CASE-00966,중국,음료,FINISHED_PRODUCT
CASE-00967,중국,음료,FINISHED_PRODUCT
CASE-00968,중국,음료 유산균,FINISHED_PRODUCT
CASE-00969,중국,음료 유산균,FINISHED_PRODUCT
CASE-00970,중국,음료 유산균,FINISHED_PRODUCT
CASE-00971,중국,탄산수 탄산음료,FINISHED_PRODUCT
CASE-00972,중국,음료,FINISHED_PRODUCT
CASE-00973,중국,탄산수,FINISHED_PRODUCT
CASE-00974,중국,탄산수,FINISHED_PRODUCT
CASE-00975,중국,탄산수,FINISHED_PRODUCT
CASE-00976,중국,탄산수,FINISHED_PRODUCT
CASE-00977,중국,주스 음료,FINISHED_PRODUCT
CASE-00978,중국,주스 음료,FINISHED_PRODUCT
CASE-00979,중국,주스 음료,FINISHED_PRODUCT
CASE-00980,중국,주스 음료,FINISHED_PRODUCT
CASE-00981,중국,주스 음료,FINISHED_PRODUCT
CASE-00982,중국,음료,FINISHED_PRODUCT
CASE-00983,중국,음료,FINISHED_PRODUCT
CASE-00984,중국,음료,FINISHED_PRODUCT
CASE-00985,중국,음료,FINISHED_PRODUCT
CASE-00986,중국,주스 음료,FINISHED_PRODUCT
CASE-00987,중국,주스 음료,FINISHED_PRODUCT
CASE-00988,중국,주스 음료,FINISHED_PRODUCT
CASE-00989,중국,주스 음료,FINISHED_PRODUCT
CASE-00990,중국,음료 배즙 즙,FINISHED_PRODUCT
CASE-00991,중국,주스 음료,FINISHED_PRODUCT
CASE-00992,중국,주스 음료,FINISHED_PRODUCT
CASE-00993,중국,주스 음료,FINISHED_PRODUCT
CASE-00994,중국,음료,FINISHED_PRODUCT
CASE-00995,중국,음료,FINISHED_PRODUCT
CASE-00996,중국,음료,FINISHED_PRODUCT
CASE-00997,중국,음료,FINISHED_PRODUCT
CASE-00998,중국,음료,FINISHED_PRODUCT
CASE-00999,중국,삼치 생선 물고기,RAW_MATERIAL
CASE-01000,중국,참다랑어 생선 물고기 회,FINISHED_PRODUCT
CASE-01001,중국,음료,FINISHED_PRODUCT
CASE-01002,중국,음료,FINISHED_PRODUCT
CASE-01003,중국,간식 유아용 과자,FINISHED_PRODUCT
CASE-01004,중국,간장,PROCESSED_INGREDIENT
CASE-01005,중국,김,FINISHED_PRODUCT
CASE-01006,대만,멜론 과일,RAW_MATERIAL
CASE-01007,대만,멜론 과일,RAW_MATERIAL
CASE-01008,대만,고춧가루,PROCESSED_INGREDIENT
CASE-01009,대만,포도 과일,RAW_MATERIAL
CASE-01010,대만,키위 과일,RAW_MATERIAL
CASE-01011,대만,막대과자 과자,FINISHED_PRODUCT
CASE-01012,대만,간장,PROCESSED_INGREDIENT
CASE-01013,대만,고춧가루,PROCESSED_INGREDIENT
CASE-01014,대만,배추 채소,RAW_MATERIAL
CASE-01015,일본,게 꽃게,RAW_MATERIAL
CASE-01016,일본,게 꽃게,RAW_MATERIAL
CASE-01017,일본,조미료,PROCESSED_INGREDIENT
CASE-01018,일본,조미료,PROCESSED_INGREDIENT
CASE-01019,일본,고춧가루,PROCESSED_INGREDIENT
CASE-01020,일본,계란,FINISHED_PRODUCT
CASE-01021,미국,탄산수,RAW_MATERIAL
CASE-01022,미국,음료,FINISHED_PRODUCT
CASE-01023,미국,문어,RAW_MATERIAL
CASE-01024,미국,음료,FINISHED_PRODUCT
CASE-01025,미국,음료,FINISHED_PRODUCT
CASE-01026,EU,숙취해소 음료,FINISHED_PRODUCT
CASE-01027,EU,소스,PROCESSED_INGREDIENT
CASE-01028,EU,커리,PROCESSED_INGREDIENT
CASE-01029,EU,유부,PROCESSED_INGREDIENT
CASE-01030,EU,김,FINISHED_PRODUCT
CASE-01031,EU,김,FINISHED_PRODUCT
CASE-01032,EU,컵라면 라면,FINISHED_PRODUCT
CASE-01033,중국,양조간장 간장,PROCESSED_INGREDIENT
CASE-01034,중국,김,FINISHED_PRODUCT
CASE-01035,중국,갈치 생선 물고기,RAW_MATERIAL
CASE-01036,중국,팝콘,FINISHED_PRODUCT
CASE-01037,중국,팝콘,FINISHED_PRODUCT
CASE-01038,중국,과자,FINISHED_PRODUCT
CASE-01039,중국,홍삼 젤리 캔디 사탕,FINISHED_PRODUCT
CASE-01040,중국,음료,FINISHED_PRODUCT
CASE-01041,중국,알로에 콜라겐 음료,FINISHED_PRODUCT
CASE-01042,중국,오곡가루 콩가루 콩,PROCESSED_INGREDIENT
CASE-01043,중국,음료,FINISHED_PRODUCT
CASE-01044,중국,영유 유아용 간식 바,FINISHED_PRODUCT
CASE-01045,중국,붉은대게장 대게장 게장 ,FINISHED_PRODUCT
CASE-01046,중국,일본전갱이 전갱이 생선 물고기,RAW_MATERIAL
CASE-01047,대만,밀감 감,RAW_MATERIAL
CASE-01048,대만,딸기 과일,RAW_MATERIAL
CASE-01049,대만,딸기 과일,RAW_MATERIAL
CASE-01050,대만,포도 과일,RAW_MATERIAL
CASE-01051,대만,포도 과일,RAW_MATERIAL
CASE-01052,대만,딸기 과일,RAW_MATERIAL
CASE-01053,대만,간장,PROCESSED_INGREDIENT
CASE-01054,일본,허니 머스터드소스 머스터드 소스,PROCESSED_INGREDIENT
CASE-01055,일본,고구마 퓨레,PROCESSED_INGREDIENT
CASE-01056,일본,양념문어 문어,FINISHED_PRODUCT
CASE-01057,일본,새우장 새우,FINISHED_PRODUCT
CASE-01058,일본,고명,PROCESSED_INGREDIENT
CASE-01059,일본,양념문어 문어,FINISHED_PRODUCT
CASE-01060,미국,장어 생선 물고기,RAW_MATERIAL
CASE-01061,미국,음료,FINISHED_PRODUCT
CASE-01062,미국,탄산음료 음료,FINISHED_PRODUCT
CASE-01063,미국,문어,RAW_MATERIAL
CASE-01064,미국,초콜릿 아이스 쿠키 비스킷 웨이퍼,FINISHED_PRODUCT
CASE-01065,미국,초콜릿 아이스 쿠키 비스킷 웨이퍼,FINISHED_PRODUCT
CASE-01066,미국,농축액,PROCESSED_INGREDIENT
CASE-01067,미국,유아용 아기 이유식,FINISHED_PRODUCT
CASE-01068,미국,과일주스 농축액,PROCESSED_INGREDIENT
CASE-01069,미국,칵테일 주스 농축액,PROCESSED_INGREDIENT
CASE-01070,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-01071,미국,농축액,PROCESSED_INGREDIENT
CASE-01072,EU,김치,FINISHED_PRODUCT
CASE-01073,EU,고등어 생선 물고기,RAW_MATERIAL
CASE-01074,EU,유자주스 주스,FINISHED_PRODUCT
CASE-01075,EU,무청,FINISHED_PRODUCT
CASE-01076,EU,라면,FINISHED_PRODUCT
CASE-01077,호주,다시마,RAW_MATERIAL
CASE-01078,중국,음료,FINISHED_PRODUCT
CASE-01079,중국,튀김가루 가루,PROCESSED_INGREDIENT
CASE-01080,중국,굴 조개 생굴,RAW_MATERIAL
CASE-01081,중국,소스,PROCESSED_INGREDIENT
CASE-01082,중국,건쌀국수 쌀국수 국수,PROCESSED_INGREDIENT
CASE-01083,중국,김,FINISHED_PRODUCT
CASE-01084,중국,김스낵 스낵 과자,FINISHED_PRODUCT
CASE-01085,중국,쌍화차 음료,FINISHED_PRODUCT
CASE-01086,중국,레인보우 과일맛 풍선껌,FINISHED_PRODUCT
CASE-01087,중국,굴 조개 생굴,RAW_MATERIAL
CASE-01088,중국,김,FINISHED_PRODUCT
CASE-01089,대만,시즈닝 향신료 소스,PROCESSED_INGREDIENT
CASE-01090,대만,절임 무,FINISHED_PRODUCT
CASE-01091,일본,팥 퓨레,PROCESSED_INGREDIENT
CASE-01092,일본,창자,RAW_MATERIAL
CASE-01093,일본,떡볶이소스 소스,PROCESSED_INGREDIENT
CASE-01094,일본,들깨 깨,PROCESSED_INGREDIENT
CASE-01095,미국,음료,FINISHED_PRODUCT
CASE-01096,미국,명태 생선 물고기,RAW_MATERIAL
CASE-01097,미국,호박,RAW_MATERIAL
CASE-01098,미국,고구마,PROCESSED_INGREDIENT
CASE-01099,미국,검은콩 콩,PROCESSED_INGREDIENT
CASE-01100,미국,주스,FINISHED_PRODUCT
CASE-01101,미국,유아용 이유식,FINISHED_PRODUCT
CASE-01102,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-01103,미국,액상 농축액,PROCESSED_INGREDIENT
CASE-01104,미국,원액 농축액,PROCESSED_INGREDIENT
CASE-01105,미국,원액 농축액,PROCESSED_INGREDIENT
CASE-01106,미국,초콜릿 아이스 쿠키 비스킷 및 웨이퍼 과자,FINISHED_PRODUCT
CASE-01107,미국,해조,PROCESSED_INGREDIENT
CASE-01108,미국,올리브유,PROCESSED_INGREDIENT
CASE-01109,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-01110,EU,라면,FINISHED_PRODUCT
CASE-01111,중국,바닐라맛 미니 웨하스,FINISHED_PRODUCT
CASE-01112,중국,라면,FINISHED_PRODUCT
CASE-01113,중국,인스턴트 면,FINISHED_PRODUCT
CASE-01114,중국,프로바이오틱스 음료,FINISHED_PRODUCT
CASE-01115,중국,팝콘,FINISHED_PRODUCT
CASE-01116,중국,넙치 생선 물고기,RAW_MATERIAL
CASE-01117,중국,김,FINISHED_PRODUCT
CASE-01118,중국,김,FINISHED_PRODUCT
CASE-01119,중국,프로바이오틱스 음료,FINISHED_PRODUCT
CASE-01120,중국,소스 조미료,PROCESSED_INGREDIENT
CASE-01121,대만,양상추,RAW_MATERIAL
CASE-01122,대만,브로콜리,RAW_MATERIAL
CASE-01123,일본,치즈볼,FINISHED_PRODUCT
CASE-01124,일본,김밥,FINISHED_PRODUCT
CASE-01125,일본,붕장어 생선 물고기,FINISHED_PRODUCT
CASE-01126,일본,잡채김밥 잡채 김밥,FINISHED_PRODUCT
CASE-01127,일본,굴 조개 생굴,RAW_MATERIAL
CASE-01128,일본,바람떡 떡,FINISHED_PRODUCT
CASE-01129,일본,굴 조개 생굴,FINISHED_PRODUCT
CASE-01130,일본,쌀떡 떡볶이 어묵 떡,FINISHED_PRODUCT
CASE-01131,일본,떡볶이소스 소스,PROCESSED_INGREDIENT
CASE-01132,일본,떡볶이소스 소스,PROCESSED_INGREDIENT
CASE-01133,일본,떡볶이소스 소스,PROCESSED_INGREDIENT
CASE-01134,일본,쌀밥 전복죽 밥,FINISHED_PRODUCT
CASE-01135,일본,붕장어 양념구이 구이,FINISHED_PRODUCT
CASE-01136,미국,소스,PROCESSED_INGREDIENT
CASE-01137,미국,음료,FINISHED_PRODUCT
CASE-01138,미국,감,PROCESSED_INGREDIENT
CASE-01139,미국,주스 음료,FINISHED_PRODUCT
CASE-01140,미국,팽이버섯 양송이버섯 버섯,RAW_MATERIAL
CASE-01141,미국,우유,FINISHED_PRODUCT
CASE-01142,미국,감,PROCESSED_INGREDIENT
CASE-01143,미국,해조,PROCESSED_INGREDIENT
CASE-01144,미국,팽이버섯 양송이버섯 버섯,RAW_MATERIAL
CASE-01145,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-01146,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-01147,미국,팽이버섯 양송이버섯 버섯,RAW_MATERIAL
CASE-01148,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-01149,미국,찹쌀 쌀,FINISHED_PRODUCT
CASE-01150,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-01151,미국,팽이버섯 양송이버섯 버섯,RAW_MATERIAL
CASE-01152,미국,육수 채수,PROCESSED_INGREDIENT
CASE-01153,미국,음료,FINISHED_PRODUCT
CASE-01154,EU,에너지음료 음료,FINISHED_PRODUCT
CASE-01155,EU,면,PROCESSED_INGREDIENT
CASE-01156,호주,다시마,RAW_MATERIAL
CASE-01157,호주,다시마,RAW_MATERIAL
